0,-0.436332313,16.6,13
0,-1.047197551,19.2,8.1
0,-1.570796327,18.3,3.2
-0.523598776,-0.436332313,22,7.4
-1.047197551,-0.436332313,24.3,0.6
-0.523598776,-1.047197551,21.5,2.5
1.047197551,-0.436332313,0.6,13.3
0.523598776,-0.523598776,9.8,14.9
